target_resolved,target_symbol,address_class,write_count,write_pcs,write_classes,widths,bitmasks,indexed_write_count,unresolved_indexed_write_count,routine_labels,dispatcher_contexts,candidate_roles,highest_confidence,hardware_reachability_status,diagnostic_only_status,preserved_driver_relevance,keep_drop_replace_candidate,review_priority,notes
$004B,L004B,internal_ram:5,5,9222;923C;AC31;ACA0;F40D,bit_mutation:4|store:1,bit:4|8:1,#$80;#$10,0,0,L9222;L923C;LAC31;LACA0;LF3FD,,mode_flag_or_safety_gate:4|ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$004C,L004C,internal_ram:6,6,744D;920A;C522;C546;C54B;CC79,store:3|bit_mutation:3,8:3|bit:3,#$20;#$80,0,0,L741D;L9200;LC514;LC546;LC54B;LCC72,,ram_state_or_intermediate:3|mode_flag_or_safety_gate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$004D,L004D,internal_ram:1,1,F417,store:1,8:1,,0,0,LF3FD,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$004E,L004E,internal_ram:5,5,73B3;C8F2;C8F7;C989;C98E,bit_mutation:5,bit:5,#$01;#$02,0,0,L73AA;LC8E6;LC8F7;LC97B;LC98E,,mode_flag_or_safety_gate:5,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$004F,L004F,internal_ram:17,17,7974;7989;7A52;7D78;7D7B;7FAD;7FCF;7FD2;873D;A56E;A593;A5C6;AB44;AB4C;AC1C;E1D3;E1D8,bit_mutation:17,bit:17,#$04;#$80;#$10;#$08;#$20;#$90;#$01;#$40;#$02,0,0,L7971;L7989;L7A44;L7D4B;L7FA8;L7FBD;L7FD2;L8739;LA56E;LA581;LA5BE;LAB3E;LAC1C;LE1C7;LE1D8,near_major_loop_dispatcher_7A4F,mode_flag_or_safety_gate:17,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_dispatch_context,high,near dispatcher context; require dispatcher reverse-map join
$0050,L0050,internal_ram:17,17,719E;7513;8620;8639;89AB;8A01;8A06;8A16;8A19;A4F0;A4F3;A8B1;A903;ACA3;CB16;CB28;CB2D,bit_mutation:17,bit:17,#$08;#$20;#$01;#$80;#$02;#$04;#$40;#$18;#$10,0,0,L7182;L74F1;L8612;L862F;L8998;L8A01;L8A06;L8A16;L8A19;LA4EC;LA8B1;LA8FD;LACA3;LCB15;LCB2D,,mode_flag_or_safety_gate:17,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0051,L0051,internal_ram:16,16,74B0;7712;7725;7742;775B;77B5;7B69;7D72;7D94;83E7;A538;A577;A981;A9C7;CD38;CD3D,bit_mutation:16,bit:16,#$04;#$01;#$80;#$08;#$40;#$20;#$10,0,0,L74AD;L7712;L771C;L773B;L7754;L77A4;L7B59;L7D4B;L7D90;L83D4;LA538;LA56E;LA97A;LA9C7;LCD2E;LCD3D,,mode_flag_or_safety_gate:16,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0052,L0052,internal_ram:22,22,8DB1;8DBA;9177;917F;CB91;CBA7;CBB2;CC24;CD53;CD64;CE47;CE4A;CE5C;CE5F;CE78;D469;D46E;D49A;D49F;E4E7;E50B;E516,bit_mutation:22,bit:22,#$04;#$20;#$10;#$08;#$01;#$02;#$03;#$40;#$80,0,0,L8D98;L8DB6;L9167;L917F;LCB86;LCB9F;LCBB2;LCC24;LCD40;LCD58;LCE36;LCE58;LCE78;LD469;LD46E;LD489;LD49F;LE4E4;LE50B;LE516,,mode_flag_or_safety_gate:22,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0053,L0053,internal_ram:17,17,75A2;7604;76A9;76D4;76FF;8091;8096;827C;82EA;A887;A892;A897;AA12;AA17;AD48;AD4D;CD5E,bit_mutation:17,bit:17,#$20;#$40;#$08;#$02;#$01;#$10;#$04,0,0,L7591;L75F7;L7696;L76BA;L76F8;L808D;L8096;L8274;L82E7;LA873;LA88E;LA897;LAA0C;LAA17;LAD48;LAD4D;LCD58,,mode_flag_or_safety_gate:17,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0055,L0055,internal_ram:1,1,C580,store:1,8:1,,0,0,LC56F,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$005E,L005E,internal_ram:4,4,E14A;E16B;E1A1;F34D,store:4,8:4,,4,0,LE145;LE164;LE19B;LF33A,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$005F,L005F,internal_ram:6,6,A5CF;A5E8;A5FC;AC5B;AC6F;AC9E,store:6,16:6,,0,0,LA5BE;LA5E5;LAC51;LAC9E,,ram_state_or_intermediate:6,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0061,L0061,internal_ram:2,2,A61E;AC90,store:2,8:2,,0,0,LA61E;LAC90,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0062,L0062,internal_ram:4,4,7D67;A628;AC9A;B968,store:4,8:4,,0,0,L7D4B;LA61E;LAC90;LB95D,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0063,L0063,internal_ram:1,1,A685,store:1,16:1,,0,0,LA685,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0065,L0065,internal_ram:2,2,8EAB;B96A,store:2,8:2,,0,0,L8EA6;LB95D,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0066,L0066,internal_ram:1,1,E3A6,store:1,8:1,,0,0,LE3A4,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0067,L0067,internal_ram:1,1,A65B,store:1,8:1,,0,0,LA65B,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0068,L0068,internal_ram:1,1,A66C,store:1,16:1,,0,0,LA66C,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$006A,L006A,internal_ram:2,2,7537;7790,store:2,16:2,,0,0,L7535;L7790,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$006B,L006B,internal_ram:1,1,C2F5,store:1,8:1,,0,0,LC2D5,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$006C,L006C,internal_ram:2,2,830D;831F,store:2,8:2,,0,0,L830B;L831F,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$006D,L006D,internal_ram:2,2,D21D;D226,bit_mutation:2,bit:2,#$08,0,0,LD21A,,mode_flag_or_safety_gate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$006E,L006E,internal_ram:20,20,8150;8156;8725;8779;8D76;AA4E;AA78;CF56;CF5B;CF71;CF76;CF86;CF8D;CFA9;CFAE;D049;D05C;D088;D0BF;DECB,bit_mutation:20,bit:20,#$08;#$01;#$02;#$10;#$20;#$40;#$04;#$80,0,0,L814C;L8153;L870E;L8779;L8D73;LAA33;LAA5E;LCF51;LCF5B;LCF6C;LCF76;LCF83;LCF8D;LCFA4;LCFAE;LD049;LD05C;LD088;LD0BF;LDEBA,,mode_flag_or_safety_gate:20,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$006F,L006F,internal_ram:10,10,7AF1;7AF8;7AFF;A4B6;A4E9;DC89;DC90;DE53;E00B;F35D,bit_mutation:9|store:1,bit:9|8:1,#$24;#$04;#$20;#$08;#$80;#$10,0,0,L7AF1;L7AFB;LA4B0;LA4E6;LDC89;LDE50;LE00B;LF33A,,mode_flag_or_safety_gate:9|ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0070,L0070,internal_ram:8,8,DEEC;DF1C;DF2D;DF3A;DF4A;DFBB;DFC3;F360,bit_mutation:8,bit:8,#$04;#$01;#$08,0,0,LDEEC;LDF13;LDF2B;LDF43;LDFBB;LDFC3;LF33A,,mode_flag_or_safety_gate:8,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0071,L0071,internal_ram:9,9,8776;DC97;DCA0;DD55;E0E1;E15B;E1C4;E207;E276,bit_mutation:9,bit:9,#$04;#$80;#$40;#$01,0,0,L8776;LDC93;LDCA0;LDD40;LE0E1;LE15B;LE1C4;LE203;LE276,,mode_flag_or_safety_gate:9,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0072,L0072,internal_ram:16,16,7997;79A1;DCE2;DCE7;DF76;DF96;DFB4;E063;E079;E1E3;E1E8;E27D;E282;E2BD;E2C2;F35A,bit_mutation:16,bit:16,#$80;#$20;#$40;#$02;#$01,0,0,L7989;LDCE2;LDCE7;LDF54;LDF96;LDFB4;LE05E;LE079;LE1DF;LE1E8;LE279;LE282;LE2AC;LE2C2;LF33A,,mode_flag_or_safety_gate:16,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0073,L0073,internal_ram:2,2,776A;7BF9,bit_mutation:1|store:1,bit:1|16:1,#$40,0,0,L7765;L7BE6,,mode_flag_or_safety_gate:1|ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0075,L0075,internal_ram:12,12,8EC9;8ED5;8EFD;8F12;8F27;8F33;8F38;8F50;8F53;902D;9047;90CF,bit_mutation:12,bit:12,#$04;#$40;#$80;#$13;#$01;#$12;#$02;#$10,0,0,L8EC9;L8EFA;L8F0F;L8F24;L8F33;L8F38;L8F50;L9022;L9047;L90CF,,mode_flag_or_safety_gate:12,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0076,L0076,internal_ram:2,2,AEA4;AEAE,bit_mutation:2,bit:2,#$80,0,0,LAEA4,,mode_flag_or_safety_gate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0077,L0077,internal_ram:1,1,AF4E,store:1,8:1,,0,0,LAF49,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0078,L0078,internal_ram:2,2,741D;D436,store:2,8:1|16:1,,0,0,L741D;LD42B,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$007A,L007A,internal_ram:1,1,D42B,store:1,8:1,,0,0,LD42B,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$007B,L007B,internal_ram:1,1,D401,store:1,8:1,,0,0,LD3EC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$007C,L007C,internal_ram:1,1,D3F6,store:1,8:1,,0,0,LD3EC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$007D,L007D,internal_ram:1,1,D418,store:1,8:1,,0,0,LD411,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$007E,L007E,internal_ram:2,2,D3CF;D3E0,clear:1|store:1,8:2,,0,0,LD3C7;LD3D4,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$007F,L007F,internal_ram:1,1,C4BD,store:1,8:1,,0,0,LC4BD,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0080,L0080,internal_ram:1,1,C496,store:1,8:1,,0,0,LC496,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0081,L0081,internal_ram:1,1,C4E2,store:1,8:1,,0,0,LC4E2,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0082,L0082,internal_ram:1,1,C4A0,store:1,8:1,,0,0,LC4A0,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0083,L0083,internal_ram:14,14,B378;B38F;B396;B39D;B4AE;D5F0;D5F9;D5FE;D60F;D612;D617;D673;D694;D699,bit_mutation:14,bit:14,#$12;#$02;#$10;#$24;#$04;#$20;#$40;#$80;#$09;#$01;#$08,0,0,LB378;LB37E;LB399;LB4A8;LD5F0;LD5FE;LD601;LD617;LD670;LD68E;LD699,,mode_flag_or_safety_gate:14,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0084,L0084,internal_ram:9,9,D4F5;D505;D512;D52D;D53B;D565;D572;D584;D592,bit_mutation:8|store:1,bit:8|8:1,#$08;#$04;#$02;#$01;#$80;#$40;#$20;#$10,0,0,LD4EB;LD50A;LD517;LD532;LD557;LD56A;LD577;LD589,,mode_flag_or_safety_gate:8|ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0085,L0085,internal_ram:13,13,B37B;B386;B389;B38C;B3DD;B421;B449;B4A8;B4AB;B895;B89E;D65D;D66D,bit_mutation:13,bit:13,#$02;#$10;#$80;#$40;#$20,0,0,LB378;LB37E;LB3D5;LB417;LB446;LB4A8;LB88D;LB89A;LD65C,,mode_flag_or_safety_gate:13,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0086,L0086,internal_ram:7,7,723C;7CD7;7D19;7D75;7DA7;B35B;B363,bit_mutation:7,bit:7,#$08;#$01;#$80,0,0,L723C;L7CA8;L7CF7;L7D4B;L7DA7;LB307;LB360,,mode_flag_or_safety_gate:7,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0087,L0087,internal_ram:6,6,C92B;C931;C93C;C944;C9E9;C9F3,bit_mutation:6,bit:6,#$02;#$01;#$04,0,0,LC92B;LC934;LC93F;LC9D7;LC9EE,,mode_flag_or_safety_gate:6,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0089,L0089,internal_ram:14,14,AE47;AE52;BEF0;BEF9;BF10;BF23;C054;C057;C0E5;C18B;C18E;C265;C795;C79D,bit_mutation:14,bit:14,#$20;#$80;#$08;#$40;#$10;#$60;#$70;#$04,0,0,LAE47;LAE52;LBEE9;LBEF5;LBF10;LBF23;LC045;LC0E0;LC18B;LC265;LC78F;LC79D,,mode_flag_or_safety_gate:14,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$008A,L008A,internal_ram:7,7,C191;C225;C268;C7DC;C7EA;C7F8;C80E,bit_mutation:7,bit:7,#$40;#$14,0,0,LC18B;LC220;LC265;LC7C8;LC7E2;LC7F0;LC80A,,mode_flag_or_safety_gate:7,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$008B,L008B,internal_ram:17,17,BF2E;BF3F;BF42;BFB2;C031;C042;C04A;C051;C555;C565;C722;C776;C89D;C8A2;C8A5;C8AA;C8AD,bit_mutation:17,bit:17,#$08;#$80;#$10;#$20;#$40;#$01;#$06;#$02;#$04,0,0,LBF26;LBF3B;LBFB2;LC020;LC042;LC045;LC54E;LC715;LC76E;LC89D;LC8A2;LC8AA,,mode_flag_or_safety_gate:17,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$008C,L008C,internal_ram:9,9,C6C1;C6CF;C6F8;C70B;C712;C725;C731;C75D;C76B,bit_mutation:8|store:1,bit:8|16:1,#$01;#$02;#$04;#$08;#$10;#$20;#$40;#$80,0,0,LC6BB;LC6F4;LC707;LC70E;LC725;LC728;LC759;LC760,,mode_flag_or_safety_gate:8|ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$008D,L008D,internal_ram:6,6,C6DA;C6E5;C73D;C779;C798;C7AA,bit_mutation:6,bit:6,#$10;#$20;#$01;#$02;#$04;#$08,0,0,LC6D2;LC6DD;LC734;LC76E;LC78F;LC7A0,,mode_flag_or_safety_gate:6,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$008E,L008E,internal_ram:21,21,7CDC;B3A0;B3A7;B6EB;B741;B754;B75F;B779;B789;B790;B793;B7A4;B7A7;B81F;B835;BCCE;BCE1;BE19;BE90;BE98;F39D,bit_mutation:21,bit:21,#$80;#$08;#$04;#$30;#$02;#$10;#$20;#$01;#$40,0,0,L7CDC;LB3A0;LB6E8;LB735;LB747;LB75F;LB779;LB789;LB7A4;LB81C;LB835;LBCCE;LBCE1;LBE19;LBE90;LBE98;LF387,,mode_flag_or_safety_gate:21,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$008F,L008F,internal_ram:3,3,BCE4;BD38;BDBB,bit_mutation:3,bit:3,#$01,0,0,LBCE1;LBD1E;LBDA0,,mode_flag_or_safety_gate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
